__sample_id__,__target__,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14
credit_000344,1,1,72,6,2,8,3,52,0,0,1,1,1,1,1
credit_000345,1,0,81,27,1,11,4,37,1,1,3,1,2,24,109
credit_000346,1,0,147,107,2,10,2,52,1,1,6,1,2,31,115
credit_000347,1,0,241,128,1,11,8,108,1,1,15,0,2,1,192
credit_000348,1,0,214,105,2,10,4,85,1,0,1,1,2,1,206
credit_000349,0,1,158,57,2,8,4,3,0,0,1,0,2,102,1
credit_000350,1,0,97,72,2,14,8,24,1,0,1,0,2,117,1
credit_000351,0,1,122,180,2,6,5,7,0,0,1,1,2,165,1
credit_000352,1,1,163,87,2,14,4,85,1,1,4,1,2,100,190
credit_000353,0,1,189,119,2,6,4,4,1,0,1,1,2,142,1
credit_000354,0,1,65,63,2,4,4,20,0,0,1,0,2,63,1
credit_000355,0,1,159,75,2,8,4,58,0,1,3,1,2,53,33
credit_000356,0,1,163,17,2,8,5,23,1,0,1,1,1,107,1
credit_000357,0,1,6,76,2,9,4,3,0,1,2,0,2,1,7
credit_000358,1,1,120,50,2,13,8,87,1,1,10,0,2,130,142
credit_000359,0,1,97,73,2,8,4,31,0,1,2,0,2,1,23
credit_000360,1,1,342,109,2,10,9,121,1,1,2,1,2,1,1
credit_000361,1,0,32,144,2,9,4,40,1,1,7,1,2,11,125
credit_000362,0,0,120,11,2,7,8,4,0,1,2,1,2,95,52
credit_000363,0,0,39,22,1,8,4,26,0,1,2,0,2,171,3
credit_000364,0,1,156,48,2,2,4,16,0,0,1,1,1,1,1
credit_000365,0,0,297,29,2,6,4,14,0,0,1,1,2,86,56
credit_000366,0,1,159,46,1,9,4,2,0,0,1,0,1,53,1
credit_000367,1,1,301,196,2,8,4,110,1,1,10,0,2,1,1
credit_000368,0,0,212,11,2,1,1,1,0,1,11,0,2,69,19
credit_000369,1,1,184,70,2,7,4,78,1,1,7,0,2,71,1
credit_000370,1,0,51,73,2,6,4,2,1,0,1,0,2,32,1
credit_000371,0,1,207,202,2,9,4,3,0,0,1,0,2,107,205
credit_000372,0,1,298,20,2,1,1,1,0,0,1,0,2,48,1
credit_000373,0,0,83,28,2,11,4,11,0,1,2,1,2,69,12
credit_000374,1,1,200,95,2,14,8,95,0,0,1,1,1,164,1
credit_000375,1,0,328,207,2,3,5,115,1,1,14,0,2,1,222
credit_000376,1,1,130,30,2,7,4,25,1,1,4,1,2,129,1
credit_000377,0,1,163,21,2,4,4,7,0,0,1,0,2,124,181
credit_000378,0,0,166,73,1,5,3,1,0,0,1,0,2,53,21
credit_000379,1,1,37,119,2,9,8,36,1,1,8,0,2,24,199
credit_000380,1,1,230,115,2,7,4,32,1,1,6,1,2,34,155
credit_000381,0,1,13,79,2,3,4,9,0,0,1,1,2,45,3
credit_000382,0,1,268,123,1,8,4,40,0,0,1,0,2,53,3
credit_000383,0,1,9,1,1,6,4,7,0,0,1,0,2,18,1
credit_000384,1,0,246,119,2,11,4,14,1,1,4,1,2,48,1
credit_000385,1,1,137,196,2,8,8,91,1,1,12,0,2,1,191
credit_000386,0,0,109,55,2,5,3,1,0,0,1,1,2,97,2
credit_000387,1,1,225,80,2,9,4,76,1,1,15,0,2,126,168
credit_000388,1,1,97,115,2,8,4,26,1,1,4,0,2,1,1
credit_000389,1,0,129,13,2,11,4,16,1,1,5,0,2,24,1
credit_000390,1,1,347,201,2,1,1,1,1,0,1,1,2,1,1
credit_000391,0,1,70,169,1,7,4,37,0,0,1,1,2,1,206
credit_000392,0,0,119,40,2,1,1,1,0,1,2,0,2,27,94
credit_000393,1,0,35,137,2,13,8,20,1,1,8,0,2,30,1
credit_000394,1,0,102,1,2,8,4,1,0,0,1,0,3,65,1
credit_000395,0,1,163,2,1,2,4,78,0,0,1,1,2,146,1
credit_000396,0,0,70,136,2,11,4,43,1,1,11,0,2,24,149
credit_000397,0,0,75,40,2,11,4,7,0,0,1,1,2,38,140
credit_000398,0,1,79,182,2,8,4,4,0,1,3,0,2,1,217
credit_000399,0,0,141,36,1,14,4,26,0,0,1,0,2,98,14
credit_000400,0,0,169,115,2,2,4,31,0,0,1,0,2,95,1
credit_000401,1,1,118,46,1,9,4,10,1,0,1,1,2,92,154
credit_000402,0,1,36,163,2,8,5,16,0,1,3,1,2,69,8
credit_000403,0,1,204,64,2,9,4,4,0,1,3,0,2,77,2
credit_000404,0,1,32,1,2,11,4,18,0,0,1,0,2,53,2
credit_000405,1,0,136,85,2,8,4,28,1,1,2,1,2,121,1
credit_000406,1,1,192,92,2,3,5,71,1,1,3,0,2,96,126
credit_000407,0,0,182,73,1,6,4,47,0,0,1,0,2,63,1
credit_000408,1,1,310,147,2,10,4,112,1,1,6,0,2,1,1
credit_000409,0,1,98,33,2,6,4,14,0,0,1,0,2,69,1
credit_000410,0,1,174,59,1,4,1,1,0,0,1,0,2,38,1
credit_000411,0,0,53,102,1,1,1,1,0,0,1,0,2,1,1
credit_000412,1,0,319,198,2,5,1,1,1,1,16,0,2,1,87
credit_000413,1,1,172,6,1,8,8,71,1,1,2,1,2,139,225
credit_000414,1,0,48,174,2,8,8,96,1,0,1,0,2,111,1
credit_000415,0,0,150,109,2,4,4,93,0,0,1,1,1,32,1
credit_000416,0,0,91,23,2,6,8,43,1,0,1,0,2,131,1
credit_000417,1,1,78,166,2,14,8,13,1,1,2,0,2,32,1
credit_000418,0,0,163,167,2,1,1,1,0,0,1,0,2,65,215
credit_000419,1,0,173,18,2,13,4,2,1,0,1,0,2,141,230
credit_000420,1,1,85,46,2,2,8,45,1,1,7,0,2,69,98
credit_000421,1,1,214,5,1,8,4,37,0,0,1,1,2,84,55
credit_000422,0,1,145,40,1,4,4,7,0,0,1,0,2,79,1
credit_000423,1,0,86,17,2,11,8,31,1,1,2,0,2,1,128
credit_000424,0,1,54,10,1,8,8,7,0,0,1,0,2,98,78
credit_000425,0,1,162,197,2,8,4,14,1,0,1,0,2,38,1
credit_000426,1,1,74,73,2,7,4,32,1,1,2,0,2,92,139
credit_000427,0,1,218,52,1,8,5,7,1,0,1,1,2,55,109
credit_000428,0,0,93,95,2,9,4,26,0,0,1,1,2,117,7
credit_000429,0,1,209,86,2,9,4,29,1,0,1,1,2,69,1
credit_000430,1,0,278,26,2,11,8,63,1,1,2,0,2,110,145
credit_000431,0,1,170,87,1,13,4,37,0,0,1,1,2,38,1
credit_000432,0,0,154,161,2,11,8,3,0,1,13,1,2,41,4
credit_000433,1,1,126,47,2,9,4,74,1,1,6,1,2,32,4
credit_000434,0,1,314,197,2,10,9,1,1,1,20,0,2,50,60
credit_000435,1,1,7,26,2,8,4,43,1,1,6,1,2,115,130
credit_000436,0,1,91,180,2,9,4,24,1,0,1,1,2,92,1
credit_000437,1,1,175,109,2,11,8,93,1,1,13,1,2,132,150
credit_000438,1,1,149,17,2,8,4,43,1,1,12,0,2,10,118
credit_000439,0,1,67,16,2,4,4,4,0,0,1,1,2,98,38
credit_000440,1,1,251,32,2,14,4,58,1,0,1,0,2,153,125
credit_000441,0,1,213,55,2,3,4,7,0,0,1,1,2,78,1
credit_000442,0,1,105,184,2,13,4,14,0,0,1,0,2,1,3
credit_000443,1,1,146,54,2,8,8,80,1,0,1,0,2,92,77
credit_000444,0,1,43,10,2,11,4,4,0,0,1,0,2,69,1
credit_000445,1,1,40,13,2,11,4,47,1,1,3,1,2,24,1
credit_000446,1,1,300,2,2,14,8,2,1,0,1,0,2,1,200
credit_000447,0,1,337,123,2,10,9,1,0,0,1,0,2,1,13
credit_000448,0,1,242,79,2,7,4,73,0,0,1,1,1,131,1
credit_000449,0,0,10,9,2,6,4,4,0,0,1,0,2,69,2
credit_000450,0,1,141,19,2,9,4,8,0,1,2,0,2,111,198
credit_000451,0,1,188,95,2,6,4,26,1,0,1,1,2,86,1
credit_000452,1,0,346,1,2,8,4,1,0,0,1,0,3,65,1
credit_000453,1,1,253,8,2,3,8,88,1,0,1,0,2,131,1
credit_000454,0,0,70,164,1,11,4,65,1,0,1,1,2,94,1
credit_000455,0,1,89,55,2,10,2,5,0,1,3,0,2,107,166
credit_000456,1,1,267,17,2,3,8,85,1,0,1,1,2,107,1
credit_000457,1,0,76,173,2,14,8,14,1,1,3,1,2,102,119
credit_000458,0,1,192,42,2,3,5,4,0,0,1,1,2,141,210
credit_000459,1,1,77,169,2,3,4,73,1,1,10,0,2,17,134
credit_000460,0,1,106,30,2,4,4,10,0,1,3,1,2,60,4
credit_000461,1,0,18,139,2,6,4,34,1,0,1,1,2,1,1
credit_000462,0,1,47,36,2,11,4,37,0,0,1,0,2,34,8
credit_000463,1,1,165,199,2,2,4,65,1,1,10,0,2,87,133
credit_000464,0,0,325,55,2,1,1,99,0,1,2,0,2,1,11
credit_000465,1,1,332,47,2,11,4,4,1,0,1,1,2,92,1
credit_000466,1,0,340,192,2,1,1,1,1,1,12,1,2,1,171
credit_000467,0,1,148,34,1,3,5,14,1,1,11,1,2,43,27
credit_000468,1,1,289,119,2,11,8,96,1,0,1,1,2,114,1
credit_000469,0,0,83,169,1,4,8,65,0,0,1,1,2,3,17
credit_000470,1,1,44,141,2,8,4,41,1,1,4,1,2,11,27
credit_000471,1,1,285,130,2,9,8,127,1,1,13,0,2,1,138
credit_000472,1,1,79,46,2,11,4,55,1,1,4,1,2,1,122
credit_000473,0,1,172,192,1,1,1,1,0,1,3,0,2,53,2
credit_000474,0,1,184,12,1,13,4,3,0,0,1,0,2,63,1
credit_000475,0,1,83,16,1,9,4,61,1,1,7,1,2,72,100
credit_000476,0,1,12,12,1,4,4,8,0,0,1,0,1,69,1
credit_000477,0,0,51,136,2,8,4,5,0,0,1,0,2,1,102
credit_000478,1,0,334,200,2,11,4,117,1,0,1,1,2,4,229
credit_000479,0,1,163,102,1,6,4,110,1,0,1,0,2,1,1
credit_000480,1,0,95,178,2,13,8,73,1,1,7,0,2,131,112
credit_000481,0,1,58,148,2,8,4,7,1,0,1,0,2,45,1
credit_000482,0,1,47,1,2,8,4,1,0,0,1,0,3,65,1
credit_000483,0,0,98,187,1,1,1,47,0,1,2,1,2,69,2
credit_000484,1,1,259,97,2,11,4,82,1,0,1,0,1,1,1
credit_000485,1,1,114,52,1,8,4,26,1,1,6,1,2,53,218
credit_000486,1,1,326,124,2,7,4,124,1,1,7,1,2,117,167
credit_000487,1,1,316,169,2,1,1,85,1,1,6,0,2,1,226
credit_000488,1,1,299,151,2,3,5,1,1,1,12,0,2,1,163
credit_000489,0,1,237,17,2,7,4,7,1,0,1,0,1,99,1
credit_000490,1,1,123,56,1,6,4,47,1,1,4,1,2,120,120
credit_000491,1,1,149,119,2,13,4,68,1,1,9,0,2,109,158
credit_000492,0,1,302,56,1,1,1,37,0,0,1,0,2,38,2
credit_000493,0,0,95,164,1,6,4,81,1,0,1,0,2,38,1
credit_000494,0,1,143,26,1,8,4,2,0,0,1,0,2,86,1
credit_000495,1,0,185,13,2,13,4,10,0,0,1,0,2,102,35
credit_000496,1,1,104,26,2,8,5,7,1,0,1,0,2,113,24
credit_000497,1,0,135,34,2,8,4,58,1,1,6,1,2,102,172
credit_000498,1,0,23,13,3,13,1,115,0,0,1,1,1,102,1
credit_000499,1,1,47,123,2,8,4,40,1,1,4,0,2,69,170
credit_000500,1,1,17,209,3,1,7,1,0,0,1,1,3,143,240
credit_000501,0,1,23,122,1,7,4,2,0,0,1,0,2,45,1
credit_000502,1,1,281,66,2,7,5,58,1,1,13,1,2,133,195
credit_000503,1,1,324,136,2,10,8,101,1,1,4,0,2,1,1
credit_000504,1,1,1,87,1,9,4,43,1,1,3,1,2,38,150
credit_000505,1,1,36,144,2,11,4,26,1,0,1,1,2,18,109
credit_000506,0,0,63,172,2,4,8,3,0,0,1,0,2,107,6
credit_000507,0,1,18,151,2,9,8,5,0,1,2,0,2,38,2
credit_000508,0,1,197,66,1,9,4,65,0,0,1,0,1,69,1
credit_000509,0,1,138,82,2,9,4,73,1,1,4,1,2,108,1
credit_000510,0,1,57,26,1,12,7,20,0,0,1,1,2,43,3
credit_000511,0,1,24,156,2,8,8,28,0,0,1,0,2,107,14
credit_000512,0,1,127,73,2,9,4,20,0,0,1,1,2,102,42
credit_000513,1,0,272,160,2,11,4,85,1,1,8,1,2,1,1
credit_000514,0,1,73,169,2,3,4,11,0,0,1,0,2,1,1
credit_000515,0,0,163,82,2,2,4,65,1,0,1,1,2,102,1
credit_000516,1,0,47,127,2,4,4,37,1,1,2,0,2,53,83
credit_000517,1,0,55,63,2,3,5,14,1,1,5,0,1,24,1
credit_000518,1,1,114,92,2,13,4,79,1,1,2,1,2,38,1
credit_000519,0,0,121,50,2,1,1,1,0,0,1,0,2,111,2
credit_000520,1,1,254,34,2,9,4,85,1,1,7,1,2,152,228
credit_000521,0,0,25,151,2,9,4,26,0,1,2,0,2,38,2
credit_000522,0,0,133,33,2,11,4,26,1,1,3,1,2,56,115
credit_000523,1,0,58,115,2,6,4,58,1,1,4,0,2,24,146
credit_000524,1,1,62,164,2,14,4,8,1,1,7,0,2,39,1
credit_000525,0,1,63,17,2,8,4,4,0,0,1,0,2,117,1
credit_000526,1,1,175,139,1,9,8,90,1,0,1,1,2,51,1
credit_000527,0,0,271,33,2,11,4,4,0,0,1,1,2,93,1
credit_000528,0,0,83,20,1,1,1,4,0,0,1,0,2,38,46
credit_000529,0,0,21,18,2,8,4,43,0,1,2,1,2,24,6
credit_000530,0,1,179,66,1,9,4,101,0,0,1,1,2,98,1
credit_000531,0,0,72,12,2,11,4,20,0,0,1,0,1,53,1
credit_000532,0,1,195,35,2,7,4,29,0,0,1,0,1,7,1
credit_000533,1,1,143,44,2,9,8,20,1,1,2,0,2,86,50
credit_000534,0,1,167,66,2,6,4,104,1,0,1,1,2,157,1
credit_000535,1,0,49,54,2,11,4,49,1,1,6,0,2,77,194
credit_000536,0,1,186,70,2,3,5,1,0,0,1,0,2,63,1
credit_000537,1,1,65,28,2,8,8,51,0,0,1,1,2,40,1
credit_000538,1,0,202,175,2,11,8,124,1,1,9,0,2,1,221
credit_000539,1,1,168,94,2,13,8,97,1,1,4,0,2,105,94
credit_000540,0,0,72,27,2,3,4,3,0,0,1,0,2,47,1
credit_000541,0,1,114,194,2,3,5,1,0,0,1,1,2,62,1
credit_000542,1,1,264,55,2,7,4,43,1,1,3,1,2,1,16
credit_000543,0,1,149,36,1,8,4,2,0,0,1,0,2,58,73
credit_000544,0,1,220,123,2,11,8,118,1,1,8,1,2,102,6
credit_000545,0,1,13,4,1,8,4,2,0,0,1,0,2,45,132
credit_000546,0,1,292,62,2,1,1,8,0,0,1,0,2,69,4
credit_000547,0,1,75,7,2,7,4,3,0,0,1,0,1,1,1
credit_000548,0,0,197,40,1,3,8,14,0,0,1,1,2,53,1
credit_000549,0,1,266,164,1,2,4,37,1,0,1,0,1,1,1
credit_000550,1,1,331,70,2,9,4,43,1,1,6,1,2,18,39
credit_000551,1,1,101,13,2,7,4,7,1,1,4,0,2,92,234
credit_000552,0,0,250,34,2,6,4,18,0,0,1,0,2,86,84
credit_000553,0,1,294,204,2,1,1,1,1,1,2,0,2,29,1
credit_000554,0,0,187,48,1,1,1,1,1,0,1,0,2,107,1
credit_000555,0,1,35,87,1,3,4,26,0,0,1,1,2,117,150
credit_000556,0,0,90,64,1,8,4,1,0,0,1,0,2,38,1
credit_000557,1,1,80,46,2,8,8,35,1,0,1,0,2,137,77
credit_000558,0,1,344,139,2,1,1,76,0,1,2,0,2,20,7
credit_000559,1,1,281,11,2,8,5,126,1,1,20,0,2,1,233
credit_000560,0,0,182,66,1,8,4,58,0,0,1,1,2,1,3
credit_000561,1,1,263,73,2,11,8,96,1,1,12,0,2,24,1
credit_000562,0,1,76,21,1,6,4,4,1,0,1,0,2,63,2
credit_000563,0,1,196,66,2,13,5,14,0,0,1,0,2,112,1
credit_000564,1,1,320,203,2,2,5,126,1,1,18,1,2,1,1
credit_000565,1,0,265,121,2,11,4,102,1,1,4,1,2,1,1
credit_000566,1,0,267,1,2,8,4,58,1,0,1,0,2,1,1
credit_000567,0,1,191,52,2,9,5,7,1,0,1,1,2,54,1
credit_000568,0,0,269,96,2,4,8,26,0,0,1,1,1,86,1
credit_000569,0,1,154,69,1,7,4,4,0,0,1,1,1,24,1
credit_000570,0,1,124,26,2,11,8,5,0,0,1,1,2,77,88
credit_000571,0,1,37,126,2,7,4,2,0,1,2,0,2,32,2
credit_000572,1,0,247,33,2,3,5,52,1,0,1,1,2,1,94
credit_000573,0,0,82,46,2,9,4,24,0,0,1,1,2,53,1
credit_000574,1,1,165,28,2,14,4,33,1,1,9,1,2,103,203
credit_000575,1,0,20,164,2,14,8,26,1,1,12,0,2,1,200
credit_000576,0,0,181,61,1,13,4,73,0,0,1,1,2,69,63
credit_000577,0,0,307,123,2,6,8,65,0,0,1,0,2,1,1
credit_000578,0,0,100,37,2,11,4,32,1,1,3,0,2,69,1
credit_000579,0,1,242,46,2,3,5,1,0,0,1,0,1,102,1
credit_000580,0,1,85,20,1,13,8,4,0,0,1,0,2,86,2
credit_000581,1,1,317,180,2,4,8,108,1,0,1,1,2,6,182
credit_000582,1,0,133,74,1,14,8,59,1,1,2,0,2,20,1
credit_000583,1,1,170,87,2,7,4,58,1,0,1,1,2,117,1
credit_000584,0,1,54,30,1,8,8,7,0,0,1,0,2,98,78
credit_000585,1,1,190,140,2,8,4,81,1,1,13,1,2,1,80
credit_000586,0,1,263,213,2,11,8,6,1,1,2,0,2,166,47
credit_000587,1,0,222,115,2,4,4,26,1,0,1,1,2,1,1
credit_000588,1,1,217,56,2,9,4,2,1,0,1,1,2,131,219
credit_000589,0,1,145,56,1,14,8,2,0,0,1,0,2,40,2
credit_000590,0,1,216,68,2,13,4,5,0,0,1,1,2,1,116
credit_000591,1,1,161,205,2,8,4,101,1,1,17,0,2,1,213
credit_000592,0,1,206,67,2,1,1,1,0,0,1,0,2,1,150
credit_000593,1,1,48,64,2,8,4,47,1,1,12,1,2,69,200
credit_000594,0,1,277,113,2,9,4,93,0,0,1,0,2,147,66
credit_000595,0,1,64,131,1,3,5,5,0,0,1,1,2,65,1
credit_000596,1,1,48,151,1,8,4,58,1,0,1,0,1,11,1
credit_000597,1,1,198,66,2,9,4,1,1,0,1,1,2,85,77
credit_000598,0,1,86,30,2,7,4,3,0,1,5,0,2,90,179
credit_000599,1,1,216,119,2,7,8,78,1,1,13,1,2,28,1
credit_000600,0,0,50,145,2,3,4,2,0,0,1,0,2,69,150
credit_000601,1,1,213,78,2,11,8,113,1,0,1,1,2,33,127
credit_000602,1,1,71,152,2,14,4,2,1,1,10,0,2,18,108
credit_000603,1,0,117,187,2,11,8,85,1,1,3,0,2,1,213
credit_000604,1,0,275,16,2,13,8,11,1,1,12,1,2,141,7
credit_000605,0,0,304,1,1,1,1,1,0,0,1,0,2,1,1
credit_000606,0,1,231,66,1,3,8,115,0,0,1,1,1,69,1
credit_000607,1,1,231,49,2,8,4,37,1,1,11,0,2,66,212
credit_000608,0,0,124,56,2,9,4,7,0,0,1,1,2,63,36
credit_000609,1,1,35,144,2,9,4,37,1,0,1,0,2,38,189
credit_000610,1,1,235,92,2,8,5,99,1,1,17,0,2,37,160
credit_000611,0,1,210,26,1,2,4,16,0,0,1,0,2,86,4
credit_000612,1,1,109,10,2,3,5,1,1,0,1,1,2,1,1
credit_000613,0,1,234,51,1,7,4,5,0,0,1,0,1,131,1
credit_000614,1,1,252,15,2,8,8,6,1,1,7,0,2,77,147
credit_000615,1,1,56,127,2,6,4,35,1,1,2,0,2,24,227
credit_000616,0,0,43,40,2,8,4,1,0,0,1,0,2,1,1
credit_000617,0,0,123,73,2,7,4,64,0,1,2,1,2,98,11
credit_000618,0,1,59,27,1,13,4,18,0,0,1,0,2,53,1
credit_000619,1,1,130,105,2,14,4,84,1,1,3,0,2,136,8
credit_000620,0,1,117,61,2,3,5,14,0,0,1,1,2,162,206
credit_000621,1,0,27,141,2,11,4,30,1,1,5,0,2,18,118
credit_000622,1,0,79,114,2,11,4,70,1,1,11,0,2,38,85
credit_000623,0,1,83,53,2,8,4,15,0,0,1,1,2,44,2
credit_000624,1,1,131,102,2,9,4,117,1,0,1,1,2,20,1
credit_000625,0,1,103,60,1,6,4,76,1,0,1,0,2,67,1
credit_000626,0,0,134,50,2,11,4,56,1,0,1,1,2,141,1
credit_000627,0,1,75,77,1,8,4,5,0,0,1,0,2,53,152
credit_000628,0,0,90,34,1,1,1,14,1,1,4,0,2,63,65
credit_000629,0,1,92,18,2,7,4,26,0,0,1,1,2,38,2
credit_000630,1,1,169,52,1,10,8,2,1,0,1,1,2,127,1
credit_000631,0,1,284,85,2,3,5,26,0,0,1,0,2,32,3
credit_000632,1,0,132,82,2,9,4,23,1,0,1,0,1,98,1
credit_000633,0,1,100,18,2,9,4,5,0,1,2,0,2,95,110
credit_000634,0,1,29,157,2,1,1,11,0,0,1,0,2,24,1
credit_000635,0,1,60,38,1,4,4,58,1,1,2,0,2,63,21
credit_000636,0,1,91,40,2,8,4,7,0,0,1,0,2,35,1
credit_000637,0,1,10,89,2,3,8,11,0,0,1,1,2,38,1
credit_000638,0,1,115,55,2,2,4,20,0,0,1,1,2,24,1
credit_000639,1,1,285,82,2,6,4,73,1,0,1,0,1,82,1
credit_000640,0,1,82,70,2,1,1,81,0,0,1,0,2,53,25
credit_000641,1,0,245,56,1,11,8,4,1,1,21,1,2,145,162
credit_000642,1,1,200,212,2,14,8,40,1,1,2,1,2,154,115
credit_000643,0,1,84,175,2,8,4,49,0,0,1,0,1,24,1
credit_000644,0,1,30,102,2,11,4,10,1,1,3,0,2,1,31
credit_000645,0,1,151,17,2,2,8,3,0,0,1,1,1,88,1
credit_000646,0,0,41,26,2,8,4,22,1,1,6,1,2,45,6
credit_000647,0,1,109,29,2,13,4,29,0,0,1,0,2,32,1
credit_000648,0,1,136,46,1,8,4,37,1,0,1,1,2,1,81
credit_000649,1,1,135,142,2,11,8,94,1,1,7,0,2,125,71
credit_000650,1,1,107,33,2,11,4,43,1,0,1,1,2,98,1
credit_000651,0,1,82,77,1,4,4,11,0,1,2,1,2,98,45
credit_000652,0,1,111,185,2,10,2,1,0,0,1,1,2,45,156
credit_000653,1,1,311,122,2,8,8,61,1,1,12,1,2,1,92
credit_000654,0,1,163,13,2,2,4,24,1,0,1,1,1,168,1
credit_000655,0,0,98,180,2,2,4,26,0,0,1,1,2,63,153
credit_000656,1,1,181,77,1,14,4,69,1,1,4,1,2,124,1
credit_000657,0,1,235,49,2,8,4,37,0,0,1,0,2,1,96
credit_000658,0,0,19,1,1,5,1,1,0,0,1,0,2,25,1
credit_000659,1,1,85,22,2,8,4,5,0,0,1,0,2,32,1
credit_000660,1,1,114,69,1,13,4,90,1,1,2,0,2,74,1
credit_000661,0,0,70,14,2,3,4,9,0,0,1,1,1,47,1
credit_000662,1,1,238,18,1,6,4,14,1,1,4,0,2,69,150
credit_000663,1,0,108,138,2,6,4,35,1,0,1,0,2,53,66
credit_000664,0,1,42,1,2,2,4,14,0,0,1,0,2,47,1
credit_000665,0,1,163,87,1,3,4,3,0,0,1,1,2,134,1
credit_000666,0,1,115,95,1,8,5,58,0,0,1,0,2,69,160
credit_000667,0,0,94,40,2,1,1,1,1,0,1,0,2,24,1
credit_000668,0,0,172,46,2,8,4,7,0,0,1,1,2,122,58
credit_000669,0,1,19,94,2,8,4,7,0,0,1,0,1,24,1
credit_000670,1,0,220,109,2,11,4,4,1,0,1,1,2,81,1
credit_000671,1,1,72,67,1,8,8,60,1,0,1,0,2,1,1
credit_000672,0,0,21,155,2,1,1,1,0,0,1,0,2,1,36
credit_000673,1,1,89,179,2,11,8,39,1,0,1,1,2,38,1
credit_000674,1,0,104,17,2,8,8,24,1,0,1,1,2,151,1
credit_000675,0,1,109,180,1,4,8,31,0,0,1,1,2,1,18
credit_000676,0,0,73,117,2,6,4,5,0,0,1,0,2,77,150
credit_000677,0,1,76,26,2,7,4,14,1,0,1,1,1,107,1
credit_000678,0,1,103,11,1,8,4,37,0,0,1,1,2,53,1
credit_000679,1,1,289,8,1,4,4,7,1,1,12,0,2,124,197
credit_000680,0,1,54,1,2,8,4,14,0,0,1,1,1,1,1
credit_000681,0,1,201,200,1,8,4,76,1,0,1,0,2,24,1
credit_000682,1,0,75,170,2,13,4,2,1,0,1,0,2,24,169
credit_000683,0,0,285,42,2,3,7,9,0,0,1,0,2,1,57
credit_000684,1,1,260,11,1,13,8,43,1,1,9,0,2,32,105
credit_000685,1,1,163,160,2,14,4,99,1,0,1,0,2,1,1
credit_000686,0,1,49,14,2,8,4,4,0,0,1,0,2,1,35
credit_000687,1,0,32,145,2,6,4,3,1,0,1,0,2,32,1
credit_000688,1,0,122,193,2,14,8,67,1,1,2,0,2,38,12
credit_000689,1,1,245,2,2,10,4,2,0,1,2,0,1,159,1
