__sample_id__,__target__,Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day)
concrete_compressive_strength_000506,61.85584685418796,491.0,26.0,123.0,201.0,3.93,822.0,699.0,56
concrete_compressive_strength_000507,62.052839999999996,424.0,22.0,132.0,178.0,8.48,822.0,750.0,28
concrete_compressive_strength_000508,32.01138571527068,424.0,22.0,132.0,178.0,8.48,882.0,750.0,3
concrete_compressive_strength_000509,72.09850532,424.0,22.0,132.0,168.0,8.92,822.0,750.0,28
concrete_compressive_strength_000510,39.004642284729314,424.0,22.0,132.0,178.0,8.48,822.0,750.0,7
concrete_compressive_strength_000511,65.69721314581203,424.0,22.0,132.0,178.0,8.48,822.0,750.0,56
concrete_compressive_strength_000512,32.109882284729316,424.0,22.0,132.0,168.0,8.92,822.0,750.0,3
concrete_compressive_strength_000513,40.28509771527068,424.0,22.0,132.0,168.0,8.92,822.0,750.0,7
concrete_compressive_strength_000514,74.3649114581204,424.0,22.0,132.0,168.0,8.92,822.0,750.0,56
concrete_compressive_strength_000515,21.96670536,202.0,11.0,141.0,206.0,1.72,942.0,801.0,28
concrete_compressive_strength_000516,9.84965714581204,202.0,11.0,141.0,206.0,1.72,942.0,801.0,3
concrete_compressive_strength_000517,15.069975430541358,202.0,11.0,141.0,206.0,1.72,942.0,801.0,7
concrete_compressive_strength_000518,23.24519085418796,202.0,11.0,141.0,206.0,1.72,942.0,801.0,56
concrete_compressive_strength_000519,43.733462679999995,284.0,15.0,141.0,179.0,5.46,842.0,801.0,28
concrete_compressive_strength_000520,13.395533715270679,284.0,15.0,141.0,179.0,5.46,842.0,801.0,3
concrete_compressive_strength_000521,24.13166,284.0,15.0,141.0,179.0,5.46,842.0,801.0,7
concrete_compressive_strength_000522,44.520450284729314,284.0,15.0,141.0,179.0,5.46,842.0,801.0,56
concrete_compressive_strength_000523,62.935369279999996,359.0,19.0,141.0,154.0,10.91,942.0,801.0,28
concrete_compressive_strength_000524,59.494884039999995,359.0,19.0,141.0,154.0,10.91,942.0,801.0,28
concrete_compressive_strength_000525,25.11662571527068,359.0,19.0,141.0,154.0,10.91,942.0,801.0,3
concrete_compressive_strength_000526,23.639177145812038,359.0,19.0,141.0,154.0,10.91,942.0,801.0,3
concrete_compressive_strength_000527,35.75425543054136,359.0,19.0,141.0,154.0,10.91,942.0,801.0,7
concrete_compressive_strength_000528,38.610656,359.0,19.0,141.0,154.0,10.91,942.0,801.0,7
concrete_compressive_strength_000529,68.75060685418796,359.0,19.0,141.0,154.0,10.91,942.0,801.0,56
concrete_compressive_strength_000530,66.78067543054136,359.0,19.0,141.0,154.0,10.91,942.0,801.0,56
concrete_compressive_strength_000531,23.84897484,436.0,0.0,0.0,218.0,0.0,838.4,719.7,28
concrete_compressive_strength_000532,32.068218236,289.0,0.0,0.0,192.0,0.0,913.2,895.3,90
concrete_compressive_strength_000533,11.654902304,289.0,0.0,0.0,192.0,0.0,913.2,895.3,3
concrete_compressive_strength_000534,19.199148695999998,393.0,0.0,0.0,192.0,0.0,940.6,785.6,3
concrete_compressive_strength_000535,48.846616696,393.0,0.0,0.0,192.0,0.0,940.6,785.6,90
concrete_compressive_strength_000536,39.604880392,393.0,0.0,0.0,192.0,0.0,940.6,785.6,28
concrete_compressive_strength_000537,43.942373908,480.0,0.0,0.0,192.0,0.0,936.2,712.2,28
concrete_compressive_strength_000538,34.569637164,480.0,0.0,0.0,192.0,0.0,936.2,712.2,7
concrete_compressive_strength_000539,54.315540328,480.0,0.0,0.0,192.0,0.0,936.2,712.2,90
concrete_compressive_strength_000540,24.404692496,480.0,0.0,0.0,192.0,0.0,936.2,712.2,3
concrete_compressive_strength_000541,15.615941924,333.0,0.0,0.0,192.0,0.0,931.2,842.6,3
concrete_compressive_strength_000542,21.859147104,255.0,0.0,0.0,192.0,0.0,889.8,945.0,90
concrete_compressive_strength_000543,10.222171176,255.0,0.0,0.0,192.0,0.0,889.8,945.0,7
concrete_compressive_strength_000544,14.596896395999998,289.0,0.0,0.0,192.0,0.0,913.2,895.3,7
concrete_compressive_strength_000545,18.746162964,255.0,0.0,0.0,192.0,0.0,889.8,945.0,28
concrete_compressive_strength_000546,31.966865263999996,333.0,0.0,0.0,192.0,0.0,931.2,842.6,28
concrete_compressive_strength_000547,23.404952295999998,333.0,0.0,0.0,192.0,0.0,931.2,842.6,7
concrete_compressive_strength_000548,25.573354316,289.0,0.0,0.0,192.0,0.0,913.2,895.3,28
concrete_compressive_strength_000549,41.680203152,333.0,0.0,0.0,192.0,0.0,931.2,842.6,90
concrete_compressive_strength_000550,27.742445811999996,393.0,0.0,0.0,192.0,0.0,940.6,785.6,7
concrete_compressive_strength_000551,8.204074924,255.0,0.0,0.0,192.0,0.0,889.8,945.0,3
concrete_compressive_strength_000552,9.617500724000001,158.8,238.2,0.0,185.7,0.0,1040.6,734.3,7
concrete_compressive_strength_000553,25.422359072,239.6,359.4,0.0,185.7,0.0,941.6,664.3,7
concrete_compressive_strength_000554,15.691094808,238.2,158.8,0.0,185.7,0.0,1040.6,734.3,7
concrete_compressive_strength_000555,27.935499091999997,181.9,272.8,0.0,185.7,0.0,1012.4,714.3,28
concrete_compressive_strength_000556,32.626693796000005,193.5,290.2,0.0,185.7,0.0,998.2,704.3,28
concrete_compressive_strength_000557,17.236210524,255.5,170.3,0.0,185.7,0.0,1026.6,724.3,7
concrete_compressive_strength_000558,19.765208492,272.8,181.9,0.0,185.7,0.0,1012.4,714.3,7
concrete_compressive_strength_000559,39.435269296,239.6,359.4,0.0,185.7,0.0,941.6,664.3,28
concrete_compressive_strength_000560,25.745033839999998,220.8,147.2,0.0,185.7,0.0,1055.0,744.3,28
concrete_compressive_strength_000561,33.082437432,397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28
concrete_compressive_strength_000562,24.065470304,382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7
concrete_compressive_strength_000563,21.819846971999997,210.7,316.1,0.0,185.7,0.0,977.0,689.3,7
concrete_compressive_strength_000564,21.066249704,158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28
concrete_compressive_strength_000565,14.843728804,295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7
concrete_compressive_strength_000566,32.051670812,255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28
concrete_compressive_strength_000567,11.957582268,203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7
concrete_compressive_strength_000568,25.447869684,397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7
concrete_compressive_strength_000569,22.489328168,381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28
concrete_compressive_strength_000570,25.216895223999998,295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28
concrete_compressive_strength_000571,39.699338604,228.0,342.1,0.0,185.7,0.0,955.8,674.3,28
concrete_compressive_strength_000572,13.089012384,220.8,147.2,0.0,185.7,0.0,1055.0,744.3,7
concrete_compressive_strength_000573,38.70028788,316.1,210.7,0.0,185.7,0.0,977.0,689.3,28
concrete_compressive_strength_000574,7.507014687999999,135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7
concrete_compressive_strength_000575,17.576122192,238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28
concrete_compressive_strength_000576,21.179323768,339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7
concrete_compressive_strength_000577,18.19871902,135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28
concrete_compressive_strength_000578,17.200357771999997,193.5,290.2,0.0,185.7,0.0,998.2,704.3,7
concrete_compressive_strength_000579,22.629981272,203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28
concrete_compressive_strength_000580,21.859147104,290.2,193.5,0.0,185.7,0.0,998.2,704.3,7
concrete_compressive_strength_000581,12.37264682,181.9,272.8,0.0,185.7,0.0,1012.4,714.3,7
concrete_compressive_strength_000582,25.726417988,170.3,155.5,0.0,185.7,0.0,1026.6,724.3,28
concrete_compressive_strength_000583,37.813621743999995,210.7,316.1,0.0,185.7,0.0,977.0,689.3,28
concrete_compressive_strength_000584,21.917063088,228.0,342.1,0.0,185.7,0.0,955.8,674.3,7
concrete_compressive_strength_000585,33.0431373,290.2,193.5,0.0,185.7,0.0,998.2,704.3,28
concrete_compressive_strength_000586,14.54104884,381.4,0.0,0.0,185.7,0.0,1104.6,784.3,7
concrete_compressive_strength_000587,26.91369566,238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28
concrete_compressive_strength_000588,7.995853172,186.2,124.1,0.0,185.7,0.0,1083.4,764.3,7
concrete_compressive_strength_000589,31.899986092,339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28
concrete_compressive_strength_000590,10.335934715999999,238.1,0.0,0.0,185.7,0.0,1118.8,789.3,7
concrete_compressive_strength_000591,19.765208492,252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28
concrete_compressive_strength_000592,37.437857324,382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28
concrete_compressive_strength_000593,11.483912255999998,252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7
concrete_compressive_strength_000594,24.437787344,316.1,210.7,0.0,185.7,0.0,977.0,689.3,7
concrete_compressive_strength_000595,17.596806471999997,186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28
concrete_compressive_strength_000596,10.730314988,170.3,155.5,0.0,185.7,0.0,1026.6,724.3,7
concrete_compressive_strength_000597,31.38150014,272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28
concrete_compressive_strength_000598,13.22414968,339.0,0.0,0.0,197.0,0.0,968.0,781.0,3
concrete_compressive_strength_000599,20.96696516,339.0,0.0,0.0,197.0,0.0,968.0,781.0,7
concrete_compressive_strength_000600,27.04124872,339.0,0.0,0.0,197.0,0.0,968.0,781.0,14
concrete_compressive_strength_000601,32.039949719999996,339.0,0.0,0.0,197.0,0.0,968.0,781.0,28
concrete_compressive_strength_000602,35.17017076,339.0,0.0,0.0,197.0,0.0,968.0,781.0,90
concrete_compressive_strength_000603,36.44570136,339.0,0.0,0.0,197.0,0.0,968.0,781.0,180
concrete_compressive_strength_000604,38.89334116,339.0,0.0,0.0,197.0,0.0,968.0,781.0,365
concrete_compressive_strength_000605,6.467284879999999,236.0,0.0,0.0,194.0,0.0,968.0,885.0,3
concrete_compressive_strength_000606,12.83804312,236.0,0.0,0.0,194.0,0.0,968.0,885.0,14
concrete_compressive_strength_000607,18.415903959999998,236.0,0.0,0.0,194.0,0.0,968.0,885.0,28
concrete_compressive_strength_000608,21.946021079999998,236.0,0.0,0.0,194.0,0.0,968.0,885.0,90
concrete_compressive_strength_000609,24.104080959999997,236.0,0.0,0.0,193.0,0.0,968.0,885.0,180
concrete_compressive_strength_000610,25.083136879999998,236.0,0.0,0.0,193.0,0.0,968.0,885.0,365
concrete_compressive_strength_000611,21.26343984,277.0,0.0,0.0,191.0,0.0,968.0,856.0,14
concrete_compressive_strength_000612,25.965666159999998,277.0,0.0,0.0,191.0,0.0,968.0,856.0,28
concrete_compressive_strength_000613,11.36256448,277.0,0.0,0.0,191.0,0.0,968.0,856.0,3
concrete_compressive_strength_000614,31.25394708,277.0,0.0,0.0,191.0,0.0,968.0,856.0,90
concrete_compressive_strength_000615,32.32952964,277.0,0.0,0.0,191.0,0.0,968.0,856.0,180
concrete_compressive_strength_000616,33.70158688,277.0,0.0,0.0,191.0,0.0,968.0,856.0,360
concrete_compressive_strength_000617,9.307926,254.0,0.0,0.0,198.0,0.0,968.0,863.0,3
concrete_compressive_strength_000618,26.94472208,254.0,0.0,0.0,198.0,0.0,968.0,863.0,90
concrete_compressive_strength_000619,27.62730332,254.0,0.0,0.0,198.0,0.0,968.0,863.0,180
concrete_compressive_strength_000620,29.7853632,254.0,0.0,0.0,198.0,0.0,968.0,863.0,365
concrete_compressive_strength_000621,34.48758952,307.0,0.0,0.0,193.0,0.0,968.0,812.0,180
concrete_compressive_strength_000622,36.14922668,307.0,0.0,0.0,193.0,0.0,968.0,812.0,365
concrete_compressive_strength_000623,12.541568439999999,307.0,0.0,0.0,193.0,0.0,968.0,812.0,3
concrete_compressive_strength_000624,27.53077668,307.0,0.0,0.0,193.0,0.0,968.0,812.0,28
concrete_compressive_strength_000625,32.922478999999996,307.0,0.0,0.0,193.0,0.0,968.0,812.0,90
concrete_compressive_strength_000626,9.99050724,236.0,0.0,0.0,193.0,0.0,968.0,885.0,7
concrete_compressive_strength_000627,7.8393421199999995,200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7
concrete_compressive_strength_000628,12.24509376,200.0,0.0,0.0,180.0,0.0,1125.0,845.0,28
concrete_compressive_strength_000629,11.169511199999999,225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7
concrete_compressive_strength_000630,17.3403214,225.0,0.0,0.0,181.0,0.0,1113.0,833.0,28
concrete_compressive_strength_000631,17.54026944,325.0,0.0,0.0,184.0,0.0,1063.0,783.0,7
concrete_compressive_strength_000632,30.57136584,325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28
concrete_compressive_strength_000633,14.2032056,275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7
concrete_compressive_strength_000634,24.49708228,275.0,0.0,0.0,183.0,0.0,1088.0,808.0,28
concrete_compressive_strength_000635,15.575262839999999,300.0,0.0,0.0,184.0,0.0,1075.0,795.0,7
concrete_compressive_strength_000636,26.848195439999998,300.0,0.0,0.0,184.0,0.0,1075.0,795.0,28
concrete_compressive_strength_000637,26.0621928,375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7
concrete_compressive_strength_000638,38.21075992,375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28
concrete_compressive_strength_000639,43.69898888,400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28
concrete_compressive_strength_000640,30.143890719999998,400.0,0.0,0.0,187.0,0.0,1025.0,745.0,7
concrete_compressive_strength_000641,12.73462172,250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7
concrete_compressive_strength_000642,20.87043852,250.0,0.0,0.0,182.0,0.0,1100.0,820.0,28
concrete_compressive_strength_000643,20.27748916,350.0,0.0,0.0,186.0,0.0,1050.0,770.0,7
concrete_compressive_strength_000644,34.29453624,350.0,0.0,0.0,186.0,0.0,1050.0,770.0,28
concrete_compressive_strength_000645,19.539060364,203.5,305.3,0.0,203.5,0.0,963.4,630.0,7
concrete_compressive_strength_000646,47.714497103999996,250.2,166.8,0.0,203.5,0.0,977.6,694.1,90
concrete_compressive_strength_000647,43.377003588,157.0,236.0,0.0,192.0,0.0,935.4,781.2,90
concrete_compressive_strength_000648,29.89223198,141.3,212.0,0.0,203.5,0.0,971.8,748.5,28
concrete_compressive_strength_000649,6.902344236,166.8,250.2,0.0,203.5,0.0,975.6,692.6,3
concrete_compressive_strength_000650,33.192064116000005,122.6,183.9,0.0,203.5,0.0,958.2,800.1,90
concrete_compressive_strength_000651,4.9035533120000006,183.9,122.6,0.0,203.5,0.0,959.2,800.0,3
concrete_compressive_strength_000652,4.565020596,102.0,153.0,0.0,192.0,0.0,887.0,942.0,3
concrete_compressive_strength_000653,25.460969728000002,102.0,153.0,0.0,192.0,0.0,887.0,942.0,90
concrete_compressive_strength_000654,24.290928956,122.6,183.9,0.0,203.5,0.0,958.2,800.1,28
concrete_compressive_strength_000655,33.947729812,166.8,250.2,0.0,203.5,0.0,975.6,692.6,28
concrete_compressive_strength_000656,11.414275179999999,200.0,133.0,0.0,192.0,0.0,965.4,806.2,3
concrete_compressive_strength_000657,20.593958644,108.3,162.4,0.0,203.5,0.0,938.2,849.0,28
concrete_compressive_strength_000658,25.893960655999997,305.3,203.5,0.0,203.5,0.0,965.4,631.0,7
concrete_compressive_strength_000659,29.231713971999998,108.3,162.4,0.0,203.5,0.0,938.2,849.0,90
concrete_compressive_strength_000660,31.023662096000002,116.0,173.0,0.0,192.0,0.0,909.8,891.9,90
concrete_compressive_strength_000661,10.3938507,141.3,212.0,0.0,203.5,0.0,971.8,748.5,7
concrete_compressive_strength_000662,33.664355176,157.0,236.0,0.0,192.0,0.0,935.4,781.2,28
concrete_compressive_strength_000663,27.874825204,133.0,200.0,0.0,192.0,0.0,927.4,839.2,28
concrete_compressive_strength_000664,19.35014394,250.2,166.8,0.0,203.5,0.0,977.6,694.1,7
concrete_compressive_strength_000665,11.392211948,173.0,116.0,0.0,192.0,0.0,946.8,856.8,7
concrete_compressive_strength_000666,12.788400847999998,192.0,288.0,0.0,192.0,0.0,929.8,716.1,3
concrete_compressive_strength_000667,39.321505756,192.0,288.0,0.0,192.0,0.0,929.8,716.1,28
concrete_compressive_strength_000668,4.782205536,153.0,102.0,0.0,192.0,0.0,888.0,943.1,3
concrete_compressive_strength_000669,16.10960674,288.0,192.0,0.0,192.0,0.0,932.0,717.8,3
concrete_compressive_strength_000670,43.377003588,305.3,203.5,0.0,203.5,0.0,965.4,631.0,28
concrete_compressive_strength_000671,20.416073836,236.0,157.0,0.0,192.0,0.0,972.6,749.1,7
concrete_compressive_strength_000672,6.940954892,173.0,116.0,0.0,192.0,0.0,946.8,856.8,3
concrete_compressive_strength_000673,15.030576799999999,212.0,141.3,0.0,203.5,0.0,973.4,750.0,7
concrete_compressive_strength_000674,13.565440299999999,236.0,157.0,0.0,192.0,0.0,972.6,749.1,3
concrete_compressive_strength_000675,32.53292506,183.9,122.6,0.0,203.5,0.0,959.2,800.0,90
concrete_compressive_strength_000676,15.748321315999998,166.8,250.2,0.0,203.5,0.0,975.6,692.6,7
concrete_compressive_strength_000677,7.675936308,102.0,153.0,0.0,192.0,0.0,887.0,942.0,7
concrete_compressive_strength_000678,38.804398756000005,288.0,192.0,0.0,192.0,0.0,932.0,717.8,28
concrete_compressive_strength_000679,33.003837168,212.0,141.3,0.0,203.5,0.0,973.4,750.0,28
concrete_compressive_strength_000680,17.275510655999998,102.0,153.0,0.0,192.0,0.0,887.0,942.0,28
concrete_compressive_strength_000681,24.281965768,173.0,116.0,0.0,192.0,0.0,946.8,856.8,28
concrete_compressive_strength_000682,24.046164976,183.9,122.6,0.0,203.5,0.0,959.2,800.0,28
concrete_compressive_strength_000683,36.588422892,133.0,200.0,0.0,192.0,0.0,927.4,839.2,90
concrete_compressive_strength_000684,50.732333556,192.0,288.0,0.0,192.0,0.0,929.8,716.1,90
concrete_compressive_strength_000685,13.664035367999999,133.0,200.0,0.0,192.0,0.0,927.4,839.2,7
concrete_compressive_strength_000686,14.143910664,305.3,203.5,0.0,203.5,0.0,965.4,631.0,3
concrete_compressive_strength_000687,47.782065751999994,236.0,157.0,0.0,192.0,0.0,972.6,749.1,90
concrete_compressive_strength_000688,2.331807832,108.3,162.4,0.0,203.5,0.0,938.2,849.0,3
concrete_compressive_strength_000689,16.889404096,157.0,236.0,0.0,192.0,0.0,935.4,781.2,7
concrete_compressive_strength_000690,23.523542168,288.0,192.0,0.0,192.0,0.0,932.0,717.8,7
concrete_compressive_strength_000691,6.8085755,212.0,141.3,0.0,203.5,0.0,973.4,750.0,3
concrete_compressive_strength_000692,39.700028079999996,212.0,141.3,0.0,203.5,0.0,973.4,750.0,90
concrete_compressive_strength_000693,17.96429718,153.0,102.0,0.0,192.0,0.0,888.0,943.1,28
concrete_compressive_strength_000694,32.88455782,236.0,157.0,0.0,192.0,0.0,972.6,749.1,28
concrete_compressive_strength_000695,22.347985588,116.0,173.0,0.0,192.0,0.0,909.8,891.9,28
concrete_compressive_strength_000696,10.787541496,183.9,122.6,0.0,203.5,0.0,959.2,800.0,7
concrete_compressive_strength_000697,7.723510152,108.3,162.4,0.0,203.5,0.0,938.2,849.0,7
concrete_compressive_strength_000698,41.684340008,203.5,305.3,0.0,203.5,0.0,963.4,630.0,28
concrete_compressive_strength_000699,9.561653168,203.5,305.3,0.0,203.5,0.0,963.4,630.0,3
concrete_compressive_strength_000700,6.883728383999999,133.0,200.0,0.0,192.0,0.0,927.4,839.2,3
concrete_compressive_strength_000701,50.526869708,288.0,192.0,0.0,192.0,0.0,932.0,717.8,90
concrete_compressive_strength_000702,17.165883972,200.0,133.0,0.0,192.0,0.0,965.4,806.2,7
concrete_compressive_strength_000703,30.439675923999996,200.0,133.0,0.0,192.0,0.0,965.4,806.2,28
concrete_compressive_strength_000704,9.731264264,250.2,166.8,0.0,203.5,0.0,977.6,694.1,3
concrete_compressive_strength_000705,3.31982694,122.6,183.9,0.0,203.5,0.0,958.2,800.1,3
concrete_compressive_strength_000706,26.322814728,153.0,102.0,0.0,192.0,0.0,888.0,943.1,90
concrete_compressive_strength_000707,43.25082948,200.0,133.0,0.0,192.0,0.0,965.4,806.2,90
concrete_compressive_strength_000708,6.280436883999999,116.0,173.0,0.0,192.0,0.0,909.8,891.9,3
concrete_compressive_strength_000709,32.102692036,173.0,116.0,0.0,192.0,0.0,946.8,856.8,90
concrete_compressive_strength_000710,36.964187312,250.2,166.8,0.0,203.5,0.0,977.6,694.1,28
concrete_compressive_strength_000711,54.598914963999995,305.3,203.5,0.0,203.5,0.0,965.4,631.0,90
concrete_compressive_strength_000712,21.48062478,192.0,288.0,0.0,192.0,0.0,929.8,716.1,7
concrete_compressive_strength_000713,9.694722036,157.0,236.0,0.0,192.0,0.0,935.4,781.2,3
concrete_compressive_strength_000714,8.374375495999999,153.0,102.0,0.0,192.0,0.0,888.0,943.1,7
concrete_compressive_strength_000715,39.6621069,141.3,212.0,0.0,203.5,0.0,971.8,748.5,90
concrete_compressive_strength_000716,10.089791784,116.0,173.0,0.0,192.0,0.0,909.8,891.9,7
concrete_compressive_strength_000717,4.827710952,141.3,212.0,0.0,203.5,0.0,971.8,748.5,3
concrete_compressive_strength_000718,10.354550567999999,122.6,183.9,0.0,203.5,0.0,958.2,800.1,7
concrete_compressive_strength_000719,43.565230536,166.8,250.2,0.0,203.5,0.0,975.6,692.6,90
concrete_compressive_strength_000720,51.863763672,203.5,305.3,0.0,203.5,0.0,963.4,630.0,90
concrete_compressive_strength_000721,11.85209244,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,3
concrete_compressive_strength_000722,17.24379476,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,7
concrete_compressive_strength_000723,27.827251359999998,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28
concrete_compressive_strength_000724,35.763120119999996,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90
concrete_compressive_strength_000725,38.70028788,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,120
concrete_compressive_strength_000726,14.306626999999999,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3
concrete_compressive_strength_000727,17.43684804,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,7
concrete_compressive_strength_000728,31.74347504,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28
concrete_compressive_strength_000729,37.91428524,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,90
concrete_compressive_strength_000730,39.382869119999995,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120
concrete_compressive_strength_000731,15.87173752,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,3
concrete_compressive_strength_000732,9.011451319999999,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,7
concrete_compressive_strength_000733,33.60506024,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28
concrete_compressive_strength_000734,40.65839972,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90
concrete_compressive_strength_000735,40.85834776,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,120
concrete_compressive_strength_000736,12.052040479999999,238.0,0.0,0.0,186.0,0.0,1119.0,789.0,7
concrete_compressive_strength_000737,17.54026944,238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28
concrete_compressive_strength_000738,18.91232668,296.0,0.0,0.0,186.0,0.0,1090.0,769.0,7
concrete_compressive_strength_000739,25.17966352,296.0,0.0,0.0,186.0,0.0,1090.0,769.0,28
concrete_compressive_strength_000740,30.9574724,297.0,0.0,0.0,186.0,0.0,1040.0,734.0,7
concrete_compressive_strength_000741,43.892042159999995,480.0,0.0,0.0,192.0,0.0,936.0,721.0,28
concrete_compressive_strength_000742,54.27555072,480.0,0.0,0.0,192.0,0.0,936.0,721.0,90
concrete_compressive_strength_000743,36.93522932,397.0,0.0,0.0,186.0,0.0,1040.0,734.0,28
concrete_compressive_strength_000744,14.49968028,281.0,0.0,0.0,186.0,0.0,1104.0,774.0,7
concrete_compressive_strength_000745,22.435549039999998,281.0,0.0,0.0,185.0,0.0,1104.0,774.0,28
concrete_compressive_strength_000746,12.63809508,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,1
concrete_compressive_strength_000747,26.0621928,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3
concrete_compressive_strength_000748,33.21205892,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7
concrete_compressive_strength_000749,36.93522932,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,14
concrete_compressive_strength_000750,44.0919902,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28
concrete_compressive_strength_000751,52.61391356,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7
concrete_compressive_strength_000752,59.76377968,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,14
concrete_compressive_strength_000753,67.30664712,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28
concrete_compressive_strength_000754,69.65776027999999,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90
concrete_compressive_strength_000755,71.62276688,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180
concrete_compressive_strength_000756,74.16693332,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,270
concrete_compressive_strength_000757,18.12632404,350.0,0.0,0.0,203.0,0.0,974.0,775.0,7
concrete_compressive_strength_000758,22.53207568,350.0,0.0,0.0,203.0,0.0,974.0,775.0,14
concrete_compressive_strength_000759,27.337723399999998,350.0,0.0,0.0,203.0,0.0,974.0,775.0,28
concrete_compressive_strength_000760,29.97841648,350.0,0.0,0.0,203.0,0.0,974.0,775.0,56
concrete_compressive_strength_000761,31.35047372,350.0,0.0,0.0,203.0,0.0,974.0,775.0,90
concrete_compressive_strength_000762,32.72253096,350.0,0.0,0.0,203.0,0.0,974.0,775.0,180
concrete_compressive_strength_000763,6.26733684,385.0,0.0,0.0,186.0,0.0,966.0,763.0,1
concrete_compressive_strength_000764,14.699628319999999,385.0,0.0,0.0,186.0,0.0,966.0,763.0,3
concrete_compressive_strength_000765,23.221551679999997,385.0,0.0,0.0,186.0,0.0,966.0,763.0,7
concrete_compressive_strength_000766,27.923778,385.0,0.0,0.0,186.0,0.0,966.0,763.0,14
concrete_compressive_strength_000767,31.35047372,385.0,0.0,0.0,186.0,0.0,966.0,763.0,28
